headline,article_link,is_sarcastic
Gal Gadot brings celebrities together for a touching rendition of NWA’s ‘Fuck Tha Police’ ,https://chaser.com.au/entertainment/gal-godot-brings-celebrities-together-for-a-touching-rendition-of-nwas-fuck-tha-police/,1
Police powerless to stop guy robbing servo as he’s clearly having a bad day ,https://chaser.com.au/general-news/police-powerless-to-stop-guy-robbing-servo-as-hes-clearly-having-a-bad-day/,1
Murder investigation called off after police learn suspect was having a bad day ,https://chaser.com.au/national/murder-investigation-called-off-after-police-learn-suspect-was-having-a-bad-day/,1
Criminals overjoyed to learn you can now get away with crimes if you’re having a bad day ,https://chaser.com.au/general-news/criminals-overjoyed-to-learn-you-can-now-get-away-with-crimes-if-youre-having-a-bad-day/,1
Kendall Jenner hospitalised after offering riot police a Pepsi ,https://chaser.com.au/national/kendall-jenner-hospitalised-after-offering-riot-police-a-pepsi/,1
Antifa seeks CIA funding after being labelled terrorist group ,https://chaser.com.au/general-news/antifa-seeks-cia-funding-after-being-labelled-terrorist-group/,1
"Facing national crisis, Trump heads off for quick holiday in Hawaii ",https://chaser.com.au/national/facing-national-crisis-trump-heads-off-for-quick-holiday-in-hawaii/,1
"Police deny racism, claim murder of black man was just hundreds of isolated incidents ",https://chaser.com.au/world/police-deny-racism-claim-murder-of-black-man-was-just-hundreds-of-isolated-incidents/,1
"Jesus would have knelt on the neck of an unarmed black man until he died, says Trump ",https://chaser.com.au/world/jesus-would-have-knelt-on-the-neck-of-an-unarmed-black-man-until-he-died-says-trump/,1
Iraq launches invasion to bring democracy to America ,https://chaser.com.au/general-news/iraq-launches-invasion-to-bring-democracy-to-america/,1
Trump angry he can’t rage tweet as 5G network fails to work from underground bunker ,https://chaser.com.au/world/trump-angry-cant-rage-tweet-as-5g-network-fails-to-work-from-his-underground-bunker/,1
Staffer slips DVD of Downfall under Trump’s bunker door ,https://chaser.com.au/world/staffer-slips-dvd-of-downfall-under-trumps-bunker-door/,1
Dutton cancels viagra prescription after seeing video of police shooting journalists ,https://chaser.com.au/general-news/dutton-cancels-viagra-prescription-after-seeing-video-of-police-shooting-journalists/,1
Mexico agrees to pay for wall ,https://chaser.com.au/world/mexico-agrees-to-pay-for-wall/,1
UN condemns Australia for subjecting Pacific Islands to Home and Away ,https://chaser.com.au/world/un-condemns-australia-for-subjecting-pacific-islands-to-home-and-away/,1
USA rebrands itself as “States of America” ,https://chaser.com.au/world/usa-rebrands-itself-as-states-of-america/,1
Police shocked after beatings fail to quell protest against police brutality ,https://chaser.com.au/world/police-shocked-after-beating-protesters-fails-to-quell-protest-against-police-brutality/,1
Compromise reached: Twitter to just label the few Trump tweets that aren’t outright lies ,https://chaser.com.au/world/compromise-reached-twitter-to-just-label-the-few-trump-tweets-that-arent-outright-lies/,1
America cancelled after disastrous final season kills off fan favourite ,https://chaser.com.au/world/america-cancelled-after-disastrous-final-season/,1
Trump follows through on election promise to shoot people in the street ,https://chaser.com.au/general-news/trump-follows-through-on-election-promise-to-shoot-people-in-the-street/,1
Child molesters sue The Chaser after being compared to Mark Zuckerberg ,https://chaser.com.au/general-news/child-molesters-to-sue-the-chaser-after-being-compared-to-mark-zuckerberg/,1
White House unveils Trump Presidential Portrait ,https://chaser.com.au/pictures/whitehouse-unveils-trump-presidential-portrait/,1
Minneapolis riots solved after Kendall Jenner offers protesters a Pepsi ,https://chaser.com.au/world/minneapolis-riots-solved-after-kendall-jenner-offers-protesters-a-pepsi/,1
"American paying $10,000/day for respirator just glad he’s not living in a socialist hell like Norway ",https://chaser.com.au/world/american-paying-10000-day-for-respirator-just-glad-hes-not-living-in-a-socialist-hell-like-norway/,1
"Amazing: Disney has finally defrosted Walt, and he was immediately cancelled online ",https://chaser.com.au/national/amazing-disney-has-finally-defrosted-walt-and-he-was-immediately-cancelled-online/,1
“Social media should not fact check posts” says child molester Mark Zuckerberg ,https://chaser.com.au/world/social-media-should-not-fact-check-posts-says-child-molester-mark-zuckerberg/,1
Trump tweet fact-checker dies of exhaustion ,https://chaser.com.au/world/trump-tweet-fact-checker-dies-of-exhaustion/,1
Mike Pence horrified to discover unisex toilet in own house ,https://chaser.com.au/world/mike-pence-horrified-to-discover-unisex-toilet-in-own-house/,1
Restrictions lifted: Dettol urgently shifts production to booze ,https://chaser.com.au/general-news/restrictions-lifted-dettol-shift-production-to-booze/,1
Local homeless man joins BRW Rich List after Frydenberg spares him some change ,https://chaser.com.au/national/local-homeless-man-joins-brw-rich-list-after-frydenberg-spares-him-some-change/,1
Morrison caught using Ctrl-F to replace ‘WorkChoices’ with ‘JobMaker’ on new laws ,https://chaser.com.au/national/morrison-caught-using-ctrl-f-to-find-and-replace-workchoices-with-jobmaker-on-new-legislation/,1
Desperate Australians hoping for mandatory vaccine against Pete Evans ,https://chaser.com.au/entertainment/desperate-australians-hoping-for-mandatory-vaccine-against-pete-evans/,1
Wuhan Lab asks NewsCorp for tips on viral fabrication: “They’re the experts” ,https://chaser.com.au/world/wuhan-labs-asks-newscorp-for-tips-on-virus-fabrication/,1
Struggling cafe owner set for life after Josh Frydenberg buys sandwich for $200 million ,https://chaser.com.au/national/struggling-cafe-owner-set-for-life-after-josh-frydenberg-buys-sandwich-for-200-million/,1
Labor bolsters election hopes by recruiting Steven Bradbury as new leader ,https://chaser.com.au/national/labor-bolsters-election-hopes-by-recruiting-steven-bradbury-as-new-leader/,1
Government declares Mac users can return to normal life as they don’t get viruses ,https://chaser.com.au/general-news/government-declares-mac-users-can-return-to-normal-life-as-they-dont-get-viruses/,1
Treasurer in hot water after receiving $60 billion robodebt invoice ,https://chaser.com.au/national/treasurer-in-hot-water-after-receiving-60-billion-robodebt-invoice/,1
Local hipster had a shit haircut before everyone was doing it ,https://chaser.com.au/general-news/local-hipster-had-a-shit-haircut-before-everyone-was-doing-it/,1
Pauline Hanson rushed to hospital after demanding border be opened to foreigners ,https://chaser.com.au/general-news/pauline-hanson-rushed-to-hospital-after-demanding-border-be-opened-to-foreigners/,1
JobKeeper error solved: Government to give spare $60 billion to Rupert Murdoch ,https://chaser.com.au/national/jobkeeper-error-solved-government-to-give-spare-60-billion-to-rupert-murdoch/,1
Lush introduce new scented candle that smells like $50 going up in flames ,https://chaser.com.au/general-news/all-scented-candles-to-smell-like-50-going-up-in-flames-from-now-on/,1
Unexplored 95% of ocean “probably more of the same” admit scientists ,https://chaser.com.au/general-news/unexplored-ocean-probably-more-of-the-same-admit-scientists/,1
Mike Pence takes urgent sick leave after sighting particularly curvaceous peach ,https://chaser.com.au/world/mike-pence-forced-to-take-urgent-sick-leave-after-seeing-particularly-voluptuous-peach/,1
"All of NSW going to either Byron or The Entrance sounds like a great idea, says Gladys ",https://chaser.com.au/general-news/all-of-nsw-going-to-either-byron-or-the-entrance-sounds-like-a-great-idea-says-gladys/,1
Trump conscripted into army after hydroxychloroquine cures his bone spurs ,https://chaser.com.au/world/trump-conscripted-into-army-after-hydroxychloroquine-cures-him-of-everything/,1
Albanese eligible for JobSeeker after making role of Opposition Leader completely redundant ,https://chaser.com.au/national/albanese-eligible-for-jobseeker-after-making-role-of-opposition-leader-completely-redundant/,1
6 reasons Summer should have ended up with Ryan in The OC – a guest post by Malcolm Turnbull ,https://chaser.com.au/general-news/6-reasons-summer-should-have-ended-up-with-ryan-in-the-oc-a-guest-post-by-malcolm-turnbull/,1
Hopes that hydroxychloroquine will cure 2020 US Elections ,https://chaser.com.au/world/hopes-that-hydroxychloroquine-will-cure-2020-us-elections/,1
Five top investigative journalists explain how to make the perfect skim latte ,https://chaser.com.au/general-news/five-top-investigative-journalists-explain-how-to-make-the-perfect-skim-latte/,1
Woman enjoys another FaceTime with parents’ foreheads ,https://chaser.com.au/general-news/woman-enjoys-another-facetime-with-parents-foreheads/,1
Study confirms leading sign of psychopathy is keeping vegemite in the fridge ,https://chaser.com.au/general-news/study-confirms-leading-sign-of-phsycopathy-is-keeping-vegemite-in-the-fridge/,1
NSW to discourage public transport use by just running things as normal ,https://chaser.com.au/national/nsw-to-discourage-public-transport-use-by-just-running-things-as-normal/,1
People feeling sick after eating at coronavirus McDonalds reminded to consider it could just be the food ,https://chaser.com.au/general-news/people-feeling-awful-after-eating-at-coronavirus-mcdonalds-reminded-theyve-just-eaten-at-mcdonalds/,1
Australians enjoying first weekend of lying about why they can’t go out rather than why they can ,https://chaser.com.au/general-news/australians-are-enjoying-first-weekend-of-lying-about-why-they-cant-go-out-rather-why-they-can/,1
Drama students demanding to know when they can touch their faces again ,https://chaser.com.au/entertainment/drama-students-demanding-to-know-when-they-can-touch-their-faces-again/,1
Bored man considering calling in healthy to work on Monday ,https://chaser.com.au/general-news/bored-man-considering-calling-in-healthy-to-work-on-monday/,1
2GB unveils AFTA CEO will replace Alan Jones after Tracy Grimshaw comments ,https://chaser.com.au/national/2gb-unveils-afta-ceo-will-replace-alan-jones-after-tracy-grimshaw-comments/,1
Cronulla tricked into taking flu shots after doctors label needles ‘PEPTIDES’ ,https://chaser.com.au/national/cronulla-tricked-into-taking-flu-shots-after-doctors-label-needles-peptides/,1
NRL player who takes hits to the head for a living worried flu shot might be bad for his health ,https://chaser.com.au/sport/nrl-player-worried-flu-shot-might-brain-his-damage/,1
Trade tensions escalate: China threatens to stop buying Australian politicians ,https://chaser.com.au/national/trade-tensions-escalate-china-threatens-to-stop-buying-australian-politicians/,1
Push for JobKeeper to be made more confusing hampered by confusion over how to make it more confusing ,https://chaser.com.au/national/push-for-jobkeeper-to-be-made-more-confusing-hampered-by-confusion-over-how-to-make-it-more-confusing/,1
Josh Frydenberg tests negative: will still try and avoid Morrison anyway ,https://chaser.com.au/national/josh-frydenberg-tests-negative-will-still-try-to-avoid-morrison-anyway/,1
Nation’s lawyers forced to file for Jobkeeper following Alan Jones retirement ,https://chaser.com.au/national/nations-lawyers-forced-to-file-for-jobkeeper-following-alan-jones-retirement/,1
Alan Jones retires to spend more time writing love letters to 14 year olds ,https://chaser.com.au/national/alan-jones-retires-to-spend-more-time-writing-love-letters-to-14-year-olds/,1
Big win: Amazon will now give warehouse staff 2 pee bottle breaks a day ,https://chaser.com.au/national/big-win-amazon-will-now-give-warehouse-staff-2-pee-bottle-breaks-a-day/,1
Anti 5G protester frustrated conspiracy video is taking so long to download ,https://chaser.com.au/national/anti-5g-protester-frustrated-conspiracy-video-is-taking-so-long-to-download/,1
Melbourne anti-lockdown protest called off after everyone comes down with an unexpected cold ,https://chaser.com.au/national/melbourne-anti-lockdown-protest-called-off-after-everyone-comes-down-with-an-unexpected-cold/,1
One Nation voter shocked to discover his life still sucks with immigration banned ,https://chaser.com.au/national/one-nation-voter-shocked-to-discover-his-life-still-sucks-with-immigration-banned/,1
Mysterious U2 album called “Not a tracking app” appears on everyone’s phone ,https://chaser.com.au/general-news/mysterious-u2-album-called-not-a-tracking-app-appears-on-every-australians-phone/,1
“Facemask would make me look stupid” claims 70 year old with a spraytan ,https://chaser.com.au/world/facemask-would-make-me-look-stupid-claims-70-year-old-with-a-spraytan/,1
Jacinda Ardern declares travel with Australia could have “huge idvintiges” ,https://chaser.com.au/general-news/jacinda-ardern-declares-travel-with-australia-could-have-huge-idvintiges/,1
Bogan stuck in Bali running out of space for tattoos ,https://chaser.com.au/general-news/bogan-stuck-in-bali-running-out-of-space-for-tattoos/,1
China confirms it has a picture of Twiggy Forrest’s dick ,https://chaser.com.au/national/china-confirms-it-has-a-picture-of-twiggy-forrests-dick/,1
English teacher fired after Zoom meeting reveals Dan Brown collection ,https://chaser.com.au/general-news/english-teacher-fired-after-zoom-meeting-reveals-dan-brown-collection/,1
New McCarriageworks promises to honour venue’s cultural legacy ,https://chaser.com.au/general-news/new-mccarriageworks-promises-to-honour-venues-cultural-legacy/,1
Kim Jong Un ‘death’ revealed as Jackass 4 promo stunt ,https://chaser.com.au/entertainment/kim-jong-un-death-revealed-as-jackass-4-promo-stunt/,1
" Trump abandons war on corona, citing bone spurs ",https://chaser.com.au/world/trump-abandons-war-on-corona-citing-bone-spurs/,1
Woman comes forward accusing Bernie Sanders of trying to give her free healthcare ,https://chaser.com.au/national/woman-comes-forward-accusing-bernie-sanders-of-trying-to-give-her-free-healthcare/,1
Experts warn death toll from stampede to the pub could exceed COVID-19 ,https://chaser.com.au/national/experts-warn-death-toll-from-stampede-to-the-pub-could-exceed-covid-19/,1
Peter Dutton fails to declare his Transylvanian castle to Parliament ,https://chaser.com.au/national/peter-dutton-fails-to-declare-his-transylvanian-castle-to-parliament/,1
Minister who forgot about owning house luckily still remembered to negatively gear it ,https://chaser.com.au/national/minister-who-forgot-about-owning-house-luckily-still-remembered-to-negatively-gear-it/,1
"Injecting bleach cures coronavirus by killing you, confirms dead man ",https://chaser.com.au/general-news/injecting-bleach-cures-coronavirus-by-killing-you-confirms-dead-man/,1
NSW eases restrictions – Sydneysiders return to voluntarily not going out ,https://chaser.com.au/general-news/nsw-eases-restrictions-sydneysiders-return-to-voluntarily-not-going-out/,1
Braindead Kim Jong Un drafted into NRL ,https://chaser.com.au/world/braindead-kim-jong-un-drafted-into-nrl/,1
Home worker with kids successfully completing almost 5 minutes of work a day ,https://chaser.com.au/general-news/home-worker-with-kids-successfully-completing-almost-5-minutes-of-work-a-day/,1
Dutton changes stance on Cook after learning he was a boat travelling migrant who refused to adapt to the local culture ,https://chaser.com.au/national/dutton-changes-stance-on-cook-after-learning-he-was-a-boat-travelling-migrant-who-refused-to-adapt-to-the-local-culture/,1
John Howard now 90% eyebrow following 3 weeks without barber visit ,https://chaser.com.au/national/john-howard-now-90-eyebrow-following-3-weeks-without-barber-visit/,1
Joyce assured COVID app is no threat as it only logs contacts that last over 15 minutes ,https://chaser.com.au/general-news/joyce-assured-covid-app-is-no-threat-at-is-only-logs-contacts-that-last-over-15-minutes/,1
Malcolm Turnbull burns down 5G tower over fears it could cause fast internet ,https://chaser.com.au/general-news/malcolm-turnbull-burns-down-5g-tower-over-fears-it-could-cause-fast-internet/,1
Centrelink to invest in second phone ,https://chaser.com.au/general-news/centrelink-to-invest-in-second-phone/,1
John Farnham farewell tour tragically cut short after just 15 years ,https://chaser.com.au/national/john-farnham-farewell-tour-tragically-cut-short-after-just-15-years/,1
Metalhead ruins breakfast after turning toaster up to 11 ,https://chaser.com.au/general-news/metalhead-ruins-breakfast-after-turning-toaster-up-to-11/,1
Sources reveal Kim Jong Un only hiding because he botched his quarantine haircut ,https://chaser.com.au/world/sources-reveal-kim-jong-un-only-hiding-because-he-botched-his-quarantine-haircut/,1
Nation couldn’t possibly imagine why Barnaby Joyce would boycott contact tracing app ,https://chaser.com.au/general-news/nation-couldnt-possibly-imagine-why-barnaby-joyce-would-protests-contact-tracing-app/,1
United Nations unanimously votes to just end 2020 right here ,https://chaser.com.au/world/united-nations-unanimously-votes-to-just-end-2020-right-here/,1
USA steps up fight against Covid-19 by invading an oil-rich Middle Eastern country ,https://chaser.com.au/world/usa-steps-up-fight-against-covid-19-by-invading-an-oil-rich-middle-eastern-country/,1
"Opinion: Checkmate liberals, I’ve injected disinfectant and I’m perfectlm fjmng ",https://chaser.com.au/national/opinion-checkmate-liberals-ive-injected-disinfectant-and-im-perfectlm-fjmng/,1
North Korea release pictures of Kim Jong-un alive and well ,https://chaser.com.au/national/north-korea-release-pictures-of-kim-jong-un-alive-and-well/,1
Kim Jong Un confirmed braindead after subscribing to the Daily Telegraph ,https://chaser.com.au/general-news/kim-jong-un-confirmed-braindead-after-subscribing-to-the-daily-telegraph/,1
Man with pokies withdrawals flushes wallet down toilet to relive the rush ,https://chaser.com.au/national/former-gambler-forced-to-flush-contents-of-wallet-down-the-toilet-to-relive-the-rush/,1
Secret government man monitoring your COVID app thinks its really depressing how few contacts you have ,https://chaser.com.au/national/secret-government-man-monitoring-your-covid-app-thinks-its-really-depressing-how-few-contacts-you-have/,1
Republicans denounce eyes & ears as a liberal ploy to destroy Donald Trump’s reputation ,https://chaser.com.au/national/republicans-denounce-reality-as-a-liberal-ploy-to-destroy-donald-trumps-reputation/,1
Local student horrified to learn these are the best years of their life ,https://chaser.com.au/general-news/local-student-horrified-to-learn-these-are-the-best-years-of-their-life/,1
Logies cancelled after organisers realise no Australian TV will ever top Kath and Kim ,https://chaser.com.au/national/logies-cancelled-after-organisers-realise-no-australian-tv-will-ever-top-kath-and-kim/,1
Daniel Day-Lewis to play Tom Hanks in COVID movie ,https://chaser.com.au/general-news/daniel-day-lewis-to-play-tom-hanks-in-covid-movie-we-wanted-someone-convincing/,1
Nation’s dads sticking to emotional distancing rule ,https://chaser.com.au/general-news/nations-dad-sticking-to-emotional-distancing-rule/,1
COVID app usage surges to 100% after government introduce Pokemon catching feature ,https://chaser.com.au/national/covid-app-usage-surges-to-100-after-government-introduce-pokemon-catching-feature/,1
Peter Dutton caught using CovidSafe App to hook up with local singles in your area ,https://chaser.com.au/national/peter-dutton-caught-using-covidsafe-app-to-hook-up-with-local-singles-in-your-area/,1
George Calombaris releases recipe for ripping off employees at home ,https://chaser.com.au/general-news/george-calombaris-releases-recipe-for-ripping-off-employees-at-home/,1
"Presidents of North Korea, America pronounced braindead ",https://chaser.com.au/world/presidents-of-north-korea-america-pronounced-braindead/,1
Trump appoints Gwyneth Paltrow new leader of the US’ COVID-19 efforts ,https://chaser.com.au/general-news/trump-appoints-gwyneth-paltrow-new-leader-of-the-us-covid-19-efforts/,1
Pete Evans glad to finally hear Trump talking some sense ,https://chaser.com.au/national/pete-evans-glad-to-finally-hear-trump-talking-some-sense/,1
Exasperated Doctors recommend Trump be injected with disinfectant ,https://chaser.com.au/world/medical-experts-suggest-trump-inject-disinfectant/,1
People in lockdown limiting drinking to seventeen days per week ,https://chaser.com.au/general-news/people-in-lockdown-limiting-drinking-to-seventeen-days-per-week/,1
Andrew Bolt weighing elderly neighbour’s life against joy of eat-in McFlurry ,https://chaser.com.au/national/andrew-bolt-weighing-elderly-neighbours-life-against-joy-of-eat-in-mcflurry/,1
China questions whether Peter Dutton originated in a lab ,https://chaser.com.au/national/china-questions-whether-peter-dutton-originated-in-a-lab/,1
Crisis hits News Corp: Murdoch may need to lay off some Coalition MPs ,https://chaser.com.au/national/crisis-hits-news-corp-murdoch-may-need-to-lay-off-some-coalition-mps/,1
Tiger Air customer reminisces about all the flights he accidentally caught to Avalon rather than Tullamarine ,https://chaser.com.au/general-news/tiger-air-customer-reminisces-about-all-the-flights-he-accidentally-caught-to-avalon-rather-than-tullamarine/,1
Miracle! Kim Jong Un takes over from surgeon during heart operation and saves himself! ,https://chaser.com.au/world/miracle-kim-jong-un-takes-over-from-surgeon-during-heart-operation-and-saves-himself/,1
Virgin fucked ,https://chaser.com.au/national/virgin-fucked/,1
‘Arts degree not so useless now’ says shelf stacker who still has a job ,https://chaser.com.au/general-news/arts-degree-not-so-useless-now-says-shelf-stacker-who-still-has-a-job/,1
Parents now limiting screen time to one hour per hour ,https://chaser.com.au/general-news/parents-now-limiting-screen-time-to-one-hour-per-hour/,1
Turnbull releases book without any spine ,https://chaser.com.au/national/turnbull-releases-book-without-any-spine/,1
“I’ll never use movement tracking app!” posts man on app that tracks his every move ,https://chaser.com.au/national/ill-never-use-movement-tracking-app-posts-man-on-app-that-tracks-his-every-move/,1
Woman performing contact tracing to find who the hell lent her boyfriend a guitar ,https://chaser.com.au/general-news/woman-performing-contact-tracing-to-find-who-the-hell-lent-her-boyfriend-a-guitar/,1
V’Landys backs down: NRL to return just for Mad Monday ,https://chaser.com.au/sport/vlandys-backs-down-nrl-to-return-just-for-mad-monday/,1
Pell making a big deal of undoing his cassock in McDonald’s urinal ,https://chaser.com.au/national/pell-making-a-big-deal-of-undoing-his-cassock-in-mcdonalds-urinal/,1
"Morrison announces Covid-19 vaccine found, next year ",https://chaser.com.au/national/morrison-announces-covid-19-vaccine-found-next-year/,1
Local woman so bored she’s now reading the 12 paragraph online recipe introductions ,https://chaser.com.au/national/local-woman-so-bored-shes-now-reading-the-12-paragraph-online-recipe-introductions/,1
"ABC announces it will punish reporters who criticised Pell, by moving them to another parish ",https://chaser.com.au/national/abc-announces-it-will-punish-reporters-who-criticised-pell-by-moving-them-to-another-parish/,1
“Stop wanting something for nothing” humphs landlord who gets tax break for nothing ,https://chaser.com.au/general-news/stop-wanting-something-for-nothing-humphs-negatively-geared-landlord-who-gets-tax-breaks-for-nothing/,1
“We should end lockdowns as people aren’t dying” says man who doesn’t seem to understand why people aren’t dying ,https://chaser.com.au/national/we-should-end-lockdowns-as-people-arent-dying-says-man-who-doesnt-seem-to-understand-why-people-arent-dying/,1
Nation suffers internet outage after someone at NBN HQ makes phonecall on the landline ,https://chaser.com.au/national/nation-suffers-internet-outage-after-someone-at-nbn-hq-makes-phonecall-on-the-landline/,1
“What are all these people doing at Bunnings?” rages man at Bunnings ,https://chaser.com.au/national/what-are-all-these-people-doing-at-bunnings-rages-man-at-bunnings/,1
 Pell spotted dressed up as Easter Bunny trying to lure kids with chocolate eggs ,https://chaser.com.au/general-news/pell-spotted-dressed-up-as-easter-bunny-trying-to-lure-kids-with-chocolate-eggs/,1
Bad news for New Zealand: Jacinda Ardern so successful she’s now legally Australian ,https://chaser.com.au/general-news/bad-news-for-new-zealand-jacinda-ardern-so-successful-shes-now-legally-australian/,1
Local man can’t wait for COVID cure so he can get back to spending all day inside on couch ,https://chaser.com.au/general-news/local-man-cant-wait-for-covid-cure-so-he-can-get-back-to-spending-all-day-inside-on-couch/,1
Scientists warn 5G may cause people to believe stupid conspiracy theories ,https://chaser.com.au/general-news/scientists-warn-5g-may-cause-people-to-believe-stupid-conspiracy-theories/,1
Second coming ends prematurely as Jesus killed in American airstrike ,https://chaser.com.au/world/second-coming-ends-prematurely-as-jesus-killed-in-american-airstrike/,1
“Protection for floor staff too expensive” announces CEO from his fortified private office ,https://chaser.com.au/general-news/protection-for-floor-staff-too-expensive-announces-ceo-from-his-fortified-private-office/,1
Local man dreams of spending today in traffic instead of relaxing at home with loved ones ,https://chaser.com.au/national/local-man-dreams-of-spending-today-in-traffic-instead-of-relaxing-at-home-with-loved-ones/,1
Catholic gives up faith for lent ,https://chaser.com.au/world/catholic-gives-up-faith-for-lent/,1
Married couple advised to make less time for each other ,https://chaser.com.au/general-news/married-couple-advised-to-make-less-time-for-each-other/,1
"Democrats hoping for youth vote by choosing younger, 77-year old candidate ",https://chaser.com.au/world/democrats-hoping-for-youth-vote-by-choosing-younger-77-year-old-candidate/,1
Queen admits she hid “Take Me to Your Dealer” poster before address to nation ,https://chaser.com.au/world/queen-admits-she-hid-take-me-to-your-dealer-poster-before-address-to-nation/,1
Pell gets off on assault ,https://chaser.com.au/national/pell-gets-off-on-assault/,1
NRL agrees not to tell Sam Burgess about what’s happening on the news: “It’ll only worry him” ,https://chaser.com.au/sport/nrl-agrees-not-to-tell-sam-burgess-about-whats-happening-on-the-news-itll-only-worry-him/,1
Children urged to stay at least 1.5m away from George Pell ,https://chaser.com.au/national/children-urged-to-stay-at-least-1-5m-away-from-george-pell/,1
Learner driver fined after police discover she’s not heading out to buy jigsaw puzzles ,https://chaser.com.au/national/learner-driver-fined-after-police-discover-shes-not-heading-out-to-buy-jigsaw-puzzles/,1
Queen’s heartfelt message to Britons: “Don’t come anywhere near me” ,https://chaser.com.au/world/queens-heartfelt-message-to-britons-dont-come-anywhere-near-me/,1
Man spends morning putting all his best books behind his chair ,https://chaser.com.au/general-news/man-spends-morning-putting-all-his-best-books-behind-his-chair/,1
Wine O’Clock brought forward by one hour as daylight saving ends ,https://chaser.com.au/general-news/wine-oclock-brought-forward-by-one-hour-as-daylight-saving-ends/,1
Marxist hipster torn between not paying his landlord and ripping off his dad ,https://chaser.com.au/general-news/marxist-hipster-torn-between-not-paying-his-landlord-and-ripping-off-his-dad/,1
PM clarifies rules: public gatherings restricted to two people or one pantomime horse ,https://chaser.com.au/general-news/pm-clarifies-rules-public-gatherings-restricted-to-two-people-or-one-pantomime-horse/,1
4/20 turning out to be not nearly as fun as it sounded ,https://chaser.com.au/world/4-20-turning-out-to-be-not-nearly-as-fun-as-it-sounded/,1
Albo defects to Liberals as they’re doing a better job implementing his policies ,https://chaser.com.au/general-news/albo-defects-to-liberals-as-theyre-doing-a-better-job-implementing-his-policies/,1
Home worker excited for fun weekend of doing exact same stuff as the last 5 days ,https://chaser.com.au/national/home-worker-excited-for-fun-weekend-of-doing-exact-same-stuff-as-the-last-5-days/,1
Government announces stimulus package for home burglars unable to work from other’s homes ,https://chaser.com.au/general-news/govt-announces-stimulus-package-for-home-burglars-unable-to-work-from-others-homes/,1
Israel Folau claims coronavirus was started by gay bat ,https://chaser.com.au/general-news/israel-folau-claims-coronavirus-was-started-by-gay-bat/,1
Morrison announces free childcare to deal with politicians while parliament is closed ,https://chaser.com.au/national/morrison-announces-free-childcare-to-deal-with-politicians-while-parliament-is-closed/,1
2 person gathering limit makes absolutely no difference to Sydney nightlife ,https://chaser.com.au/general-news/2-person-gathering-limit-makes-absolutely-no-difference-to-sydney-nightlife/,1
The Chaser Generosity Calculator – Are you as generous as the world’s richest man? ,https://chaser.com.au/general-news/the-chaser-generosity-calculator-are-you-as-generous-as-the-worlds-richest-man/,1
Government seeks urgent new powers to outlaw the Brady Bunch joke in Zoom meetings ,https://chaser.com.au/general-news/government-seeks-urgent-new-powers-to-outlaw-brady-bunch-jokes-in-zoom-meetings/,1
People who already stayed at home and drank lots haven’t really noticed crisis yet ,https://chaser.com.au/general-news/people-who-already-stayed-at-home-and-drank-lots-havent-really-noticed-crisis-yet/,1
Local man so bored he’s actually considering watching free-to-air TV ,https://chaser.com.au/general-news/local-man-so-bored-hes-actually-considering-watching-free-to-air-tv/,1
“Coronavirus exaggerated” says guy who said he couldn’t leave house due to African gangs ,https://chaser.com.au/national/coronavirus-exaggerated-says-guy-who-said-he-couldnt-go-out-due-to-african-gangs/,1
Andrew Bolt revealed as hilarious April Fool’s Prank ,https://chaser.com.au/general-news/andrew-bolt-revealed-as-hilarious-april-fools-prank/,1
Self-isolating man invents new kind of lying down ,https://chaser.com.au/general-news/self-isolating-man-invents-new-kind-of-lying-down/,1
ABC in lockdown after children’s presenter tests positive for Coronavirus ,https://chaser.com.au/general-news/abc-in-lockdown-after-childrens-presenter-tests-positive-for-coronavirus/,1
Local moron shows anger at Chinese government by attacking Australian citizen ,https://chaser.com.au/national/local-genius-shows-anger-at-chinese-government-by-attacking-australian-citizen/,1
TV weatherman admits his job describing what it’s like outside now completely pointless ,https://chaser.com.au/general-news/tv-weatherman-admits-his-job-describing-what-its-like-outside-now-completely-pointless/,1
 How will the lockdown affect me? We answer all your questions that we’ve just made up ,https://chaser.com.au/national/your-covid-19-questions-answered/,1
Rugby Australia confirms 20-year decline due to coronavirus ,https://chaser.com.au/general-news/rugby-australia-confirms-20-year-decline-due-to-coronavirus/,1
Prime Minister begs nation not to go out unless it’s for urgent jigsaw puzzles ,https://chaser.com.au/national/prime-minister-begs-nation-not-to-go-out-unless-its-for-urgent-medical-care-or-jigsaw-puzzles/,1
JobKeeper allowance to enable businesses to keep underpaying workers throughout the crisis ,https://chaser.com.au/national/jobkeeper-allowance-to-enable-employers-to-keep-underpaying-their-workers-through-the-crisis/,1
Government stimulus on track to be available in time for the 2120 pandemic ,https://chaser.com.au/national/government-stimulus-on-track-to-be-available-in-time-for-the-2120-pandemic/,1
NSW bans House Party app after fun in Sydney moves online ,https://chaser.com.au/general-news/nsw-bans-house-party-app-after-sydney-fun-moves-online/,1
Morrison double-checks that eviction ban covers Kirribilli House ,https://chaser.com.au/national/morrison-double-checks-that-eviction-ban-covers-kirribilli-house/,1
"PM denies extra assistance to renters, claiming he’s “tough on boarders” ",https://chaser.com.au/national/pm-denies-extra-assistance-to-renters-claiming-hes-tough-on-boarders/,1
